"Date" "Value"
"924" 2016-09-22 NA
"925" 2016-09-23 8
"926" 2016-09-24 12
"927" 2016-09-25 NA
"928" 2016-09-26 NA
"929" 2016-09-27 NA
"930" 2016-09-28 NA
"931" 2016-09-29 NA
"932" 2016-09-30 NA
"933" 2016-10-01 5
"934" 2016-10-02 NA
"935" 2016-10-03 NA
"936" 2016-10-04 10
"937" 2016-10-05 NA
"938" 2016-10-06 5
"939" 2016-10-07 NA
"940" 2016-10-08 115
"941" 2016-10-09 NA
"942" 2016-10-10 115
"943" 2016-10-11 NA
"944" 2016-10-12 NA
"945" 2016-10-13 NA
"946" 2016-10-14 21
"947" 2016-10-15 NA
"948" 2016-10-16 NA
"949" 2016-10-17 NA
"950" 2016-10-18 NA
"951" 2016-10-19 21
"952" 2016-10-20 NA
"953" 2016-10-21 7
"954" 2016-10-22 13
"955" 2016-10-23 NA
"956" 2016-10-24 73
"957" 2016-10-25 NA
"958" 2016-10-26 NA
"959" 2016-10-27 NA
"960" 2016-10-28 NA
"961" 2016-10-29 NA
"962" 2016-10-30 NA
"963" 2016-10-31 NA
"964" 2016-11-01 41
"965" 2016-11-02 NA
"966" 2016-11-03 NA
"967" 2016-11-04 NA
"968" 2016-11-05 5
"969" 2016-11-06 80
"970" 2016-11-07 70
"971" 2016-11-08 NA
"972" 2016-11-09 NA
"973" 2016-11-10 NA
"974" 2016-11-11 30
"975" 2016-11-12 31
"976" 2016-11-13 120
"977" 2016-11-14 NA
"978" 2016-11-15 NA
"979" 2016-11-16 NA
"980" 2016-11-17 NA
"981" 2016-11-18 NA
"982" 2016-11-19 12
"983" 2016-11-20 17
"984" 2016-11-21 NA
"985" 2016-11-22 NA
"986" 2016-11-23 NA
"987" 2016-11-24 100
"988" 2016-11-25 NA
"989" 2016-11-26 NA
"990" 2016-11-27 NA
"991" 2016-11-28 NA
"992" 2016-11-29 NA
"993" 2016-11-30 NA
"994" 2016-12-01 NA
"995" 2016-12-02 NA
"996" 2016-12-03 NA
"997" 2016-12-04 30
"998" 2016-12-05 13
"999" 2016-12-06 5
"1000" 2016-12-07 NA
"1001" 2016-12-08 NA
"1002" 2016-12-09 3
"1003" 2016-12-10 NA
"1004" 2016-12-11 NA
"1005" 2016-12-12 10
"1006" 2016-12-13 NA
"1007" 2016-12-14 NA
"1008" 2016-12-15 NA
"1009" 2016-12-16 NA
"1010" 2016-12-17 NA
"1011" 2016-12-18 NA
"1012" 2016-12-19 4
